timestamp,pnl,equity,pos,prob
2024-12-31 05:15:00,0.0,1.0,0.0,0.48016217
2024-12-31 05:30:00,0.0,1.0,0.0,0.55366737
2024-12-31 05:45:00,0.0,1.0,0.0,0.36379912
2024-12-31 06:00:00,0.0,1.0,0.0,0.41311377
2024-12-31 06:15:00,0.0,1.0,0.0,0.4711474
2024-12-31 06:30:00,-0.016639456,0.9833605,-1.0,0.33467808
2024-12-31 06:45:00,-0.0004,0.9829672,0.0,0.46802962
2024-12-31 07:00:00,0.0,0.9829672,0.0,0.53244704
2024-12-31 07:15:00,0.0,0.9829672,0.0,0.5786769
2024-12-31 07:30:00,-0.020407975,0.96290684,-1.0,0.31697154
2024-12-31 07:45:00,0.017500494,0.9797582,1.0,0.6647514
2024-12-31 08:00:00,-0.0004,0.9793663,0.0,0.5737022
2024-12-31 08:15:00,0.0,0.9793663,0.0,0.4896912
2024-12-31 08:30:00,0.0,0.9793663,0.0,0.4534373
2024-12-31 08:45:00,0.0,0.9793663,0.0,0.45059684
2024-12-31 09:00:00,0.0,0.9793663,0.0,0.5388731
2024-12-31 09:15:00,0.0,0.9793663,0.0,0.45639274
2024-12-31 09:30:00,-0.01827298,0.96147037,-1.0,0.34541824
2024-12-31 09:45:00,-0.0004,0.9610858,0.0,0.4506863
2024-12-31 10:00:00,0.0,0.9610858,0.0,0.47054273
2024-12-31 10:15:00,0.0,0.9610858,0.0,0.5733999
2024-12-31 10:30:00,0.0,0.9610858,0.0,0.48684165
2024-12-31 10:45:00,0.0,0.9610858,0.0,0.52036023
2024-12-31 11:00:00,0.0,0.9610858,0.0,0.4485472
2024-12-31 11:15:00,0.0,0.9610858,0.0,0.39764103
2024-12-31 11:30:00,-0.007579722,0.95380104,-1.0,0.33660778
2024-12-31 11:45:00,-0.0004,0.9534195,0.0,0.36466703
2024-12-31 12:00:00,-0.0062587317,0.9474523,-1.0,0.2130712
2024-12-31 12:15:00,0.0025360591,0.9498551,-1.0,0.3041771
2024-12-31 12:30:00,0.009981044,0.9593356,-1.0,0.2722853
2024-12-31 12:45:00,-0.0004,0.9589519,0.0,0.40401745
2024-12-31 13:00:00,0.00932392,0.9678931,-1.0,0.3020346
2024-12-31 13:15:00,0.018408934,0.985711,-1.0,0.28827766
2024-12-31 13:30:00,0.016183926,1.0016637,-1.0,0.35351145
2024-12-31 13:45:00,-0.0004,1.001263,0.0,0.50857294
2024-12-31 14:00:00,0.016910369,1.0181947,-1.0,0.16158399
2024-12-31 14:15:00,-0.0004,1.0177873,0.0,0.44984755
2024-12-31 14:30:00,0.019641329,1.037778,-1.0,0.27285916
2024-12-31 14:45:00,0.015855527,1.0542326,-1.0,0.28419107
2024-12-31 15:00:00,-0.0004,1.053811,0.0,0.41006508
2024-12-31 15:15:00,-0.0,1.053811,0.0,0.43687478
2024-12-31 15:30:00,-0.0,1.053811,0.0,0.40839413
2024-12-31 15:45:00,-0.0,1.053811,0.0,0.41293827
2024-12-31 16:00:00,0.01969001,1.0745605,-1.0,0.3283049
2024-12-31 16:15:00,-0.0004,1.0741307,0.0,0.48060727
2024-12-31 16:30:00,-0.0,1.0741307,0.0,0.4243317
2024-12-31 16:45:00,-0.0,1.0741307,0.0,0.55720675
2024-12-31 17:00:00,-0.0,1.0741307,0.0,0.6141956
2024-12-31 17:15:00,-0.0,1.0741307,0.0,0.61356735
2024-12-31 17:30:00,0.0,1.0741307,0.0,0.61819
2024-12-31 17:45:00,-0.0,1.0741307,0.0,0.48668918
2024-12-31 18:00:00,-0.0,1.0741307,0.0,0.45758972
2024-12-31 18:15:00,-0.0,1.0741307,0.0,0.61084044
2024-12-31 18:30:00,-0.0,1.0741307,0.0,0.48858723
2024-12-31 18:45:00,-0.0,1.0741307,0.0,0.5600148
2024-12-31 19:00:00,-0.0,1.0741307,0.0,0.3912792
2024-12-31 19:15:00,-0.0,1.0741307,0.0,0.4547503
2024-12-31 19:30:00,0.0,1.0741307,0.0,0.5457573
2024-12-31 19:45:00,0.0,1.0741307,0.0,0.56241584
2024-12-31 20:00:00,0.0,1.0741307,0.0,0.497613
2024-12-31 20:15:00,-0.0,1.0741307,0.0,0.5310701
2024-12-31 20:30:00,0.001999152,1.076278,1.0,0.7015947
2024-12-31 20:45:00,-0.0004,1.0758475,0.0,0.5533442
2024-12-31 21:00:00,0.0,1.0758475,0.0,0.51110584
2024-12-31 21:15:00,0.0,1.0758475,0.0,0.56103134
2024-12-31 21:30:00,0.0,1.0758475,0.0,0.4851634
2024-12-31 21:45:00,0.0,1.0758475,0.0,0.38022363
2024-12-31 22:00:00,0.0,1.0758475,0.0,0.5368347
2024-12-31 22:15:00,0.0,1.0758475,0.0,0.41797283
2024-12-31 22:30:00,0.0,1.0758475,0.0,0.5577572
2024-12-31 22:45:00,0.0032582458,1.0793529,1.0,0.6495343
2024-12-31 23:00:00,3.5231267e-05,1.0793909,1.0,0.695212
2024-12-31 23:15:00,-0.0004,1.0789591,0.0,0.56286246
2024-12-31 23:30:00,0.0012671321,1.0803262,1.0,0.75137275
2024-12-31 23:45:00,-0.0004,1.0798941,0.0,0.5518628
2025-01-01 00:00:00,-0.0,1.0798941,0.0,0.51603705
2025-01-01 00:15:00,0.0,1.0798941,0.0,0.63640517
2025-01-01 00:30:00,-0.0,1.0798941,0.0,0.5640659
2025-01-01 00:45:00,-0.0,1.0798941,0.0,0.5448629
2025-01-01 01:00:00,-0.0,1.0798941,0.0,0.5319555
2025-01-01 01:15:00,-0.0023191401,1.0773896,1.0,0.7173187
2025-01-01 01:30:00,-0.0004,1.0769587,0.0,0.52907723
2025-01-01 01:45:00,0.0,1.0769587,0.0,0.38978428
2025-01-01 02:00:00,0.00092145894,1.0779511,-1.0,0.3009028
2025-01-01 02:15:00,-0.00046313737,1.0774518,-1.0,0.280383
2025-01-01 02:30:00,-0.0004,1.0770209,0.0,0.41523576
2025-01-01 02:45:00,0.0039973664,1.0813261,-1.0,0.30400315
2025-01-01 03:00:00,0.0025359094,1.0840683,-1.0,0.20665921
2025-01-01 03:15:00,0.0043951264,1.088833,-1.0,0.20610423
2025-01-01 03:30:00,0.004099737,1.0932969,-1.0,0.32782668
2025-01-01 03:45:00,0.0045521418,1.0982738,-1.0,0.21896689
2025-01-01 04:00:00,-0.0004,1.0978345,0.0,0.45831034
2025-01-01 04:15:00,0.0059721386,1.1043909,-1.0,0.21216555
2025-01-01 04:30:00,-0.0004,1.1039491,0.0,0.3842865
2025-01-01 04:45:00,0.0012562717,1.1053358,-1.0,0.34918547
2025-01-01 05:00:00,-0.0004,1.1048937,0.0,0.5550335
2025-01-01 05:15:00,0.0048358697,1.1102368,-1.0,0.3117633
2025-01-01 05:30:00,-0.0004,1.1097927,0.0,0.38774648
2025-01-01 05:45:00,-0.0,1.1097927,0.0,0.47285518
2025-01-01 06:00:00,-0.0,1.1097927,0.0,0.6341396
2025-01-01 06:15:00,-0.0,1.1097927,0.0,0.5096653
2025-01-01 06:30:00,-0.0,1.1097927,0.0,0.60011923
2025-01-01 06:45:00,-0.0,1.1097927,0.0,0.5105263
2025-01-01 07:00:00,0.0021214632,1.1121471,-1.0,0.3182558
2025-01-01 07:15:00,-0.000937579,1.1111044,-1.0,0.2560695
2025-01-01 07:30:00,-0.0005155013,1.1105316,-1.0,0.33826068
2025-01-01 07:45:00,-0.0013829162,1.1089958,-1.0,0.29421458
2025-01-01 08:00:00,0.000810096,1.1098943,-1.0,0.2086299
2025-01-01 08:15:00,-0.0004,1.1094503,0.0,0.39526358
2025-01-01 08:30:00,-0.003831582,1.1051995,-1.0,0.33035243
2025-01-01 08:45:00,-0.0065424372,1.0979687,-1.0,0.21184355
2025-01-01 09:00:00,-0.0098514,1.0871521,-1.0,0.19462666
2025-01-01 09:15:00,-0.008231329,1.0782034,-1.0,0.24091823
2025-01-01 09:30:00,-0.0004,1.0777721,0.0,0.3726277
2025-01-01 09:45:00,-0.008604061,1.068499,-1.0,0.22592515
2025-01-01 10:00:00,-0.0065981043,1.0614489,-1.0,0.26597887
2025-01-01 10:15:00,-0.0004,1.0610243,0.0,0.41959307
2025-01-01 10:30:00,0.0,1.0610243,0.0,0.5703832
2025-01-01 10:45:00,0.0,1.0610243,0.0,0.3649081
2025-01-01 11:00:00,0.0,1.0610243,0.0,0.44825548
2025-01-01 11:15:00,0.0,1.0610243,0.0,0.45433024
2025-01-01 11:30:00,0.0,1.0610243,0.0,0.4340199
2025-01-01 11:45:00,0.0,1.0610243,0.0,0.51416576
2025-01-01 12:00:00,0.0,1.0610243,0.0,0.46300295
2025-01-01 12:15:00,0.0,1.0610243,0.0,0.4750753
2025-01-01 12:30:00,0.0,1.0610243,0.0,0.4783318
2025-01-01 12:45:00,0.0,1.0610243,0.0,0.6095858
2025-01-01 13:00:00,0.0,1.0610243,0.0,0.37247422
2025-01-01 13:15:00,0.0,1.0610243,0.0,0.47577414
2025-01-01 13:30:00,0.0,1.0610243,0.0,0.50415415
2025-01-01 13:45:00,-0.0037419908,1.0570539,-1.0,0.30610847
2025-01-01 14:00:00,-0.0004,1.0566311,0.0,0.48534024
2025-01-01 14:15:00,0.0,1.0566311,0.0,0.48900425
2025-01-01 14:30:00,0.0,1.0566311,0.0,0.45512256
2025-01-01 14:45:00,0.0,1.0566311,0.0,0.5422424
2025-01-01 15:00:00,0.0,1.0566311,0.0,0.37865
2025-01-01 15:15:00,0.0,1.0566311,0.0,0.43985054
2025-01-01 15:30:00,-0.0054256483,1.0508982,-1.0,0.30516675
2025-01-01 15:45:00,-0.003599134,1.0471159,-1.0,0.34974414
2025-01-01 16:00:00,-0.0004,1.046697,0.0,0.41987506
2025-01-01 16:15:00,0.0,1.046697,0.0,0.53110445
2025-01-01 16:30:00,0.0,1.046697,0.0,0.5499186
2025-01-01 16:45:00,-0.009828015,1.0364101,-1.0,0.30965135
2025-01-01 17:00:00,-0.0004,1.0359955,0.0,0.4534667
2025-01-01 17:15:00,0.0,1.0359955,0.0,0.5737574
2025-01-01 17:30:00,0.0,1.0359955,0.0,0.41902423
2025-01-01 17:45:00,-0.0073612994,1.0283692,-1.0,0.3554289
2025-01-01 18:00:00,-0.0004,1.0279578,0.0,0.53862023
2025-01-01 18:15:00,0.0,1.0279578,0.0,0.5553965
2025-01-01 18:30:00,0.0,1.0279578,0.0,0.4703806
2025-01-01 18:45:00,0.0,1.0279578,0.0,0.45015752
2025-01-01 19:00:00,0.0,1.0279578,0.0,0.46339408
2025-01-01 19:15:00,0.0,1.0279578,0.0,0.57667977
2025-01-01 19:30:00,0.0,1.0279578,0.0,0.53431565
2025-01-01 19:45:00,0.0,1.0279578,0.0,0.60988927
2025-01-01 20:00:00,0.0,1.0279578,0.0,0.47155103
2025-01-01 20:15:00,0.0,1.0279578,0.0,0.44659874
2025-01-01 20:30:00,0.0,1.0279578,0.0,0.4262941
2025-01-01 20:45:00,0.0,1.0279578,0.0,0.5050803
2025-01-01 21:00:00,0.0,1.0279578,0.0,0.5202518
2025-01-01 21:15:00,0.0,1.0279578,0.0,0.44921103
2025-01-01 21:30:00,0.0,1.0279578,0.0,0.40295625
2025-01-01 21:45:00,0.0,1.0279578,0.0,0.46261597
2025-01-01 22:00:00,0.0,1.0279578,0.0,0.40204662
2025-01-01 22:15:00,-0.0038713133,1.0239782,-1.0,0.3411436
2025-01-01 22:30:00,-0.0004,1.0235686,0.0,0.3740647
2025-01-01 22:45:00,0.0,1.0235686,0.0,0.60960585
2025-01-01 23:00:00,0.0,1.0235686,0.0,0.41649735
2025-01-01 23:15:00,0.0,1.0235686,0.0,0.3994268
2025-01-01 23:30:00,0.0,1.0235686,0.0,0.4187829
2025-01-01 23:45:00,-0.012256446,1.0110233,-1.0,0.24612394
2025-01-02 00:00:00,-0.0004,1.0106189,0.0,0.6010226
2025-01-02 00:15:00,0.0,1.0106189,0.0,0.46293357
2025-01-02 00:30:00,0.0,1.0106189,0.0,0.5608533
2025-01-02 00:45:00,0.004349493,1.0150145,1.0,0.64605707
